,index,projectId,name,difficulty,priority,percentMapped,percentValidated,status,lastUpdated,dueDate,country,organisationName,creation_date,totalArea,totalContributors,author,creation_date_datetime,concat,duplicated
1927,10669,9204,"Building Import Kanungu District Kanyantorogo,Butogota Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 10:13:27,,['Uganda'],HOT Uganda,2020-08-20 9:41:56,96.002,3,Shamillah Nassozi,2020-08-20 9:41:56,"Building Import Kanungu District Kanyantorogo,Butogota SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
1931,10674,9262,"Building Import Rubirizi District Ryeru, Magambo and Rubirizi TC Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 10:14:06,,['Uganda'],HOT Uganda,2020-08-31 10:16:32,76.606,2,Shamillah Nassozi,2020-08-31 10:16:32,"Building Import Rubirizi District Ryeru, Magambo and Rubirizi TC SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
1932,10675,9263,"Building Import Rubirizi District Katerera, Katerera TC, Kyabakara and Katanda Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 10:14:38,,['Uganda'],HOT Uganda,2020-08-31 10:21:30,193.129,2,Shamillah Nassozi,2020-08-31 10:21:30,"Building Import Rubirizi District Katerera, Katerera TC, Kyabakara and Katanda SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
1933,10676,9264,"Building Import Rubirizi District Katunguru, Kichwamba, Kirugu and Rutoto Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 10:16:45,,['Uganda'],HOT Uganda,2020-08-31 10:25:34,1199.472,2,Shamillah Nassozi,2020-08-31 10:25:34,"Building Import Rubirizi District Katunguru, Kichwamba, Kirugu and Rutoto SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
1934,10677,9265,"Building Import Rukungiri District South, Nyakagyeme and Rwerere TC Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 10:17:04,,['Uganda'],HOT Uganda,2020-08-31 10:54:10,116.408,4,Shamillah Nassozi,2020-08-31 10:54:10,"Building Import Rukungiri District South, Nyakagyeme and Rwerere TC SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
1935,10678,9266,Building Import Rukungiri District Kebisoni and Kebisoni TC Subcounties,EASY,LOW,100,100,ARCHIVED,2021-04-26 10:18:44,,['Uganda'],HOT Uganda,2020-08-31 10:58:20,77.816,3,Shamillah Nassozi,2020-08-31 10:58:20,Building Import Rukungiri District Kebisoni and Kebisoni TC SubcountiesHOT UgandaShamillah Nassozi['Uganda'],FALSE
1936,10679,9267,"Building Import Rukungiri District Buyanja, Buyanja TC Subcounties",EASY,LOW,100,100,ARCHIVED,2021-05-17 12:02:06,,['Uganda'],HOT Uganda,2020-08-31 11:02:00,114.916,3,Shamillah Nassozi,2020-08-31 11:02:00,"Building Import Rukungiri District Buyanja, Buyanja TC SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
1937,10680,9268,"Building Import Rukungiri District Buhunga, Eastern, Western Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 10:19:49,,['Uganda'],HOT Uganda,2020-08-31 11:05:15,110.907,3,Shamillah Nassozi,2020-08-31 11:05:15,"Building Import Rukungiri District Buhunga, Eastern, Western SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
1942,10685,9273,"Building Import Isingiro District Birere, Masha and Kaberebere TC Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 10:21:30,,['Uganda'],HOT Uganda,2020-08-31 12:29:11,290.613,2,Shamillah Nassozi,2020-08-31 12:29:11,"Building Import Isingiro District Birere, Masha and Kaberebere TC SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
1951,10694,9303,cluster-improvements-Gombe north,MODERATE,LOW,100,100,ARCHIVED,2020-09-10 6:33:45,,['Nigeria'],INTEGRATION Consulting Group,2020-09-02 14:24:07,79.806,3,Anna Bojarska,2020-09-02 14:24:07,cluster-improvements-Gombe northINTEGRATION Consulting GroupAnna Bojarska['Nigeria'],FALSE
1953,10696,9306,Missing Buildings Validation,EASY,LOW,100,100,ARCHIVED,2022-02-26 3:24:08,,['Tanzania'],Tanzania Development Trust,2020-09-02 14:35:06,11.094,33,Emmor,2020-09-02 14:35:06,Missing Buildings ValidationTanzania Development TrustEmmor['Tanzania'],FALSE
1956,10705,9334,"COVID-19 - Nickerie District, Suriname (2)",EASY,LOW,100,100,ARCHIVED,2021-04-29 12:53:56,,['Suriname'],HOT Project Manager Trainees,2020-09-08 11:48:26,1643.758,237,Logan McGovern,2020-09-08 11:48:26,"COVID-19 - Nickerie District, Suriname (2)HOT Project Manager TraineesLogan McGovern['Suriname']",FALSE
1958,10707,9338,"remote mapping_mapping buildings Nigeria, Sokoto",EASY,LOW,100,100,ARCHIVED,2020-11-16 12:55:24,,['Nigeria'],INTEGRATION Consulting Group,2020-09-09 16:40:41,8.07,12,Anna Bojarska,2020-09-09 16:40:41,"remote mapping_mapping buildings Nigeria, SokotoINTEGRATION Consulting GroupAnna Bojarska['Nigeria']",FALSE
1959,10708,9341,"COVID-19 - Wanica District, Suriname",EASY,LOW,100,100,ARCHIVED,2021-04-29 12:53:17,,['Suriname'],HOT,2020-09-10 4:18:26,324.188,935,Logan McGovern,2020-09-10 4:18:26,"COVID-19 - Wanica District, SurinameHOTLogan McGovern['Suriname']",FALSE
1960,10713,9349,Somaliland Wajaale Buildings,EASY,LOW,100,100,ARCHIVED,2021-01-07 10:58:59,,['Somalia'],Map For Future,2020-09-10 9:57:34,100.615,112,valerio_de_luca,2020-09-10 9:57:34,Somaliland Wajaale BuildingsMap For Futurevalerio_de_luca['Somalia'],FALSE
1969,10726,9374,"COVID-19 Lower Corentyne Rive, Guyana",EASY,LOW,100,100,ARCHIVED,2021-09-22 13:41:55,,['Guyana'],HOT,2020-09-18 12:42:31,20.235,89,Geoffrey Kateregga,2020-09-18 12:42:31,"COVID-19 Lower Corentyne Rive, GuyanaHOTGeoffrey Kateregga['Guyana']",FALSE
1971,10730,9404,"eHA, 7&8_Asibitin&Gani",EASY,LOW,100,100,ARCHIVED,2020-10-13 17:35:58,,['Nigeria'],INTEGRATION Consulting Group,2020-09-22 12:07:50,1.378,2,Anna Bojarska,2020-09-22 12:07:50,"eHA, 7&8_Asibitin&GaniINTEGRATION Consulting GroupAnna Bojarska['Nigeria']",FALSE
1972,10731,9405,"COVID-19 Waini - Kumaka, Guyana",EASY,LOW,100,100,ARCHIVED,2021-04-05 11:01:09,,['Guyana'],HOT,2020-09-22 15:24:35,58.026,77,Sam Colchester,2020-09-22 15:24:35,"COVID-19 Waini - Kumaka, GuyanaHOTSam Colchester['Guyana']",FALSE
1973,10732,9406,"COVID-19 Moruka/Pomeroon - Pomeroon River, Guyana",EASY,LOW,100,100,ARCHIVED,2021-09-22 13:48:37,,['Guyana'],HOT,2020-09-22 16:03:08,18.133,87,Sam Colchester,2020-09-22 16:03:08,"COVID-19 Moruka/Pomeroon - Pomeroon River, GuyanaHOTSam Colchester['Guyana']",FALSE
1974,10733,9407,"COVID-19 Somerset And Berks - Coast, Guyana",EASY,LOW,99,99,ARCHIVED,2021-09-25 12:27:38,,['Guyana'],HOT,2020-09-22 16:30:37,41.452,159,Sam Colchester,2020-09-22 16:30:37,"COVID-19 Somerset And Berks - Coast, GuyanaHOTSam Colchester['Guyana']",FALSE
1975,10735,9409,"COVID-19 Essequibo I./L.B.E.River - Islands, Guyana",EASY,LOW,100,100,ARCHIVED,2021-09-22 13:46:31,,['Guyana'],HOT,2020-09-22 21:09:32,8.192,64,Sam Colchester,2020-09-22 21:09:32,"COVID-19 Essequibo I./L.B.E.River - Islands, GuyanaHOTSam Colchester['Guyana']",FALSE
1986,10761,9449,#Commando,EASY,LOW,100,100,ARCHIVED,2021-04-16 3:23:03,,"[""Côte d'Ivoire""]",OSM Cameroon,2020-09-25 19:00:10,1968.614,253,Assong Tonye,2020-09-25 19:00:10,"#CommandoOSM CameroonAssong Tonye[""Côte d'Ivoire""]",FALSE
1990,10765,9456,"COVID-19 Black Bush Polder - Coast, Guyana",EASY,LOW,100,100,ARCHIVED,2021-10-06 12:35:24,,['Guyana'],HOT,2020-09-27 16:35:53,36.437,100,Sam Colchester,2020-09-27 16:35:53,"COVID-19 Black Bush Polder - Coast, GuyanaHOTSam Colchester['Guyana']",FALSE
1996,10773,9470,"COVID-19 Cayo District - Benque Viejo, Belize",EASY,LOW,100,100,ARCHIVED,2021-09-21 16:20:14,,['Belize'],HOT,2020-09-29 10:13:24,35.816,130,Sam Colchester,2020-09-29 10:13:24,"COVID-19 Cayo District - Benque Viejo, BelizeHOTSam Colchester['Belize']",FALSE
1997,10774,9471,"Missing Maps: Niger, Gamou",EASY,LOW,100,100,ARCHIVED,2022-08-30 9:13:22,,['Niger'],British Red Cross,2020-09-29 10:23:45,75.319,106,Paul Knight,2020-09-29 10:23:45,"Missing Maps: Niger, GamouBritish Red CrossPaul Knight['Niger']",FALSE
1998,10775,9472,"COVID-19 Corozal District - Inland, Belize",EASY,LOW,100,100,ARCHIVED,2020-12-11 8:04:29,,['Belize'],HOT,2020-09-29 11:32:58,62.631,93,Sam Colchester,2020-09-29 11:32:58,"COVID-19 Corozal District - Inland, BelizeHOTSam Colchester['Belize']",FALSE
1999,10776,9473,"COVID-19 Saint Peter, Barbados",EASY,LOW,100,100,ARCHIVED,2021-06-16 11:41:14,,['Barbados'],HOT,2020-09-29 14:44:45,34.154,133,Sam Colchester,2020-09-29 14:44:45,"COVID-19 Saint Peter, BarbadosHOTSam Colchester['Barbados']",FALSE
2010,10789,9502,Mbinga Mjini Community Mapping,EASY,LOW,100,100,ARCHIVED,2020-10-06 11:02:10,,['Tanzania'],OpenMap Development Tanzania,2020-10-05 11:59:22,63.411,38,Johanes Petro Machela,2020-10-05 11:59:22,Mbinga Mjini Community MappingOpenMap Development TanzaniaJohanes Petro Machela['Tanzania'],FALSE
2016,10799,9529,"Building Import Kamwenge District Busirba, Kahunge, and Kahunge_Town Council Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 11:41:08,,['Uganda'],HOT Uganda,2020-10-08 14:26:02,561.915,5,Shamillah Nassozi,2020-10-08 14:26:02,"Building Import Kamwenge District Busirba, Kahunge, and Kahunge_Town Council SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2017,10800,9530,Building Import Kamwenge District Bwizi and Biguli Subcounties,EASY,LOW,100,100,ARCHIVED,2021-04-26 11:41:31,,['Uganda'],HOT Uganda,2020-10-08 14:31:17,297.647,5,Shamillah Nassozi,2020-10-08 14:31:17,Building Import Kamwenge District Bwizi and Biguli SubcountiesHOT UgandaShamillah Nassozi['Uganda'],FALSE
2020,10803,9541,"COVID-19 Siparia & Point Fortin, Trinidad and Tobago",MODERATE,LOW,100,100,ARCHIVED,2021-10-28 10:11:19,,['Trinidad and Tobago'],HOT,2020-10-09 9:44:14,527.663,82,Sam Colchester,2020-10-09 9:44:14,"COVID-19 Siparia & Point Fortin, Trinidad and TobagoHOTSam Colchester['Trinidad and Tobago']",FALSE
2021,10805,9568,"COVID-19 Orange Walk Town, Belize",MODERATE,LOW,100,100,ARCHIVED,2021-10-06 12:38:36,,['Belize'],HOT,2020-10-14 16:52:28,24.898,21,Sam Colchester,2020-10-14 16:52:28,"COVID-19 Orange Walk Town, BelizeHOTSam Colchester['Belize']",FALSE
2024,10808,9578,"COVID-19 Toledo - Bella Vista & Punta Gorda, Belize",MODERATE,LOW,100,100,ARCHIVED,2021-10-11 9:38:20,,['Belize'],HOT,2020-10-15 10:17:58,26.446,17,Sam Colchester,2020-10-15 10:17:58,"COVID-19 Toledo - Bella Vista & Punta Gorda, BelizeHOTSam Colchester['Belize']",FALSE
2046,10837,9677,Kenya Red Cross: Mapping communities at risk of the overflowing Turkwel Dam,MODERATE,LOW,100,100,ARCHIVED,2021-01-12 21:52:32,,['Kenya'],OSM Kenya,2020-10-23 16:35:14,1697.438,764,Laura Mugeha,2020-10-23 16:35:14,Kenya Red Cross: Mapping communities at risk of the overflowing Turkwel Dam OSM KenyaLaura Mugeha['Kenya'],FALSE
2047,10840,9691,Ramani mwanza:Mahina ward,EASY,LOW,99,99,ARCHIVED,2021-08-05 15:57:25,,['Tanzania'],OpenMap Development Tanzania,2020-10-26 11:44:10,20.93,22,SAMWEL KYANDO,2020-10-26 11:44:10,Ramani mwanza:Mahina wardOpenMap Development TanzaniaSAMWEL KYANDO['Tanzania'],FALSE
2053,10849,9714,"Mbarara City, Uganda",EASY,LOW,100,100,ARCHIVED,2021-05-19 9:52:44,,['Uganda'],MapUganda,2020-10-30 4:51:55,436.466,131,Allan Mbabani,2020-10-30 4:51:55,"Mbarara City, UgandaMapUgandaAllan Mbabani['Uganda']",FALSE
2054,10850,9716,Cyclone Molave Landslide - Thôn 1 Settlement,EASY,LOW,100,100,ARCHIVED,2021-04-22 22:17:39,2020-11-01 16:00:00,['Vietnam'],HOT,2020-10-30 13:53:39,4.032,4,Russell Deffner,2020-10-30 13:53:39,Cyclone Molave Landslide - Thôn 1 SettlementHOTRussell Deffner['Vietnam'],FALSE
2055,10853,9722,#RollyPH - Quezon Province - Land Use,EASY,LOW,100,100,ARCHIVED,2021-02-21 2:14:06,,['Philippines'],MapBeks,2020-11-01 13:08:07,2405.395,380,Madaam,2020-11-01 13:08:07,#RollyPH - Quezon Province - Land UseMapBeksMadaam['Philippines'],FALSE
2060,10858,9734,"Cyclone Molave Flooding - Vietnam AOI1 - Roads, Settlements and Waterways",MODERATE,LOW,100,100,ARCHIVED,2021-04-22 22:17:48,2020-11-10 16:00:00,['Vietnam'],HOT,2020-11-02 7:53:45,3322.637,180,Russell Deffner,2020-11-02 7:53:45,"Cyclone Molave Flooding - Vietnam AOI1 - Roads, Settlements and WaterwaysHOTRussell Deffner['Vietnam']",FALSE
2061,10859,9741,"Building Import Kyegegwa District Kigambo,Hapuyo and Kasule Subcounties",EASY,LOW,100,100,ARCHIVED,2021-05-17 12:05:58,,['Uganda'],HOT Uganda,2020-11-02 17:46:04,406.222,5,Shamillah Nassozi,2020-11-02 17:46:04,"Building Import Kyegegwa District Kigambo,Hapuyo and Kasule SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2065,10863,9745,"Building Import Ntoroko District Butungama, Kanara, KanaraTC and Nombe Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 11:58:46,,['Uganda'],HOT Uganda,2020-11-02 18:01:07,691.178,2,Shamillah Nassozi,2020-11-02 18:01:07,"Building Import Ntoroko District Butungama, Kanara, KanaraTC and Nombe SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2066,10864,9746,"Building Import Ntoroko District Rwebisango, RwebisangoTC, Bweramule Subcounties",EASY,LOW,100,100,ARCHIVED,2021-05-19 8:14:13,,['Uganda'],HOT Uganda,2020-11-02 18:04:01,453.748,3,Shamillah Nassozi,2020-11-02 18:04:01,"Building Import Ntoroko District Rwebisango, RwebisangoTC, Bweramule SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2067,10865,9747,"Building Import Ntoroko District KibuukuTC, KarugutuTC and Karugutu Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 12:15:25,,['Uganda'],HOT Uganda,2020-11-02 18:09:33,257.446,4,Shamillah Nassozi,2020-11-02 18:09:33,"Building Import Ntoroko District KibuukuTC, KarugutuTC and Karugutu SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2075,10875,9765,Hurricane Eta - Nicaragua Coast - Buildings 1,EASY,LOW,100,100,ARCHIVED,2021-04-22 22:18:15,2020-11-12 16:00:00,['Nicaragua'],HOT,2020-11-05 6:24:03,29.36,351,Russell Deffner,2020-11-05 6:24:03,Hurricane Eta - Nicaragua Coast - Buildings 1HOTRussell Deffner['Nicaragua'],FALSE
2077,10878,9771,Refugee Site Mapping - Melkadita Refugee Camp - Ethiopia,EASY,LOW,100,100,ARCHIVED,2020-12-29 15:06:21,,['Ethiopia'],CartONG,2020-11-05 13:11:50,4.628,95,naranjasol,2020-11-05 13:11:50,Refugee Site Mapping - Melkadita Refugee Camp - EthiopiaCartONGnaranjasol['Ethiopia'],FALSE
2078,10879,9780,"#RollyPH - Oas and Polangui, Albay and Buhi, Camarines Sur - Buildings",EASY,LOW,100,99,ARCHIVED,2021-05-02 19:07:37,,['Philippines'],MapBeks,2020-11-06 18:34:15,430.441,953,Madaam,2020-11-06 18:34:15,"#RollyPH - Oas and Polangui, Albay and Buhi, Camarines Sur - BuildingsMapBeksMadaam['Philippines']",FALSE
2079,10880,9786,PhilAWARE Project: Marikina City,EASY,LOW,100,100,ARCHIVED,2021-06-18 5:44:03,,['Philippines'],HOT Philippines,2020-11-09 9:10:26,22.931,234,Sen Roxas,2020-11-09 9:10:26,PhilAWARE Project: Marikina CityHOT PhilippinesSen Roxas['Philippines'],FALSE
2089,10895,9844,YouthMappers: Mapeando Zonas de Riesgo  y Vulnerabilidad a Inundaciones y Deslizamientos en Áreas Urbanas de Panamá,EASY,LOW,100,100,ARCHIVED,2021-09-29 20:11:03,,['Panama'],YouthMappers,2020-11-13 4:45:47,0.267,110,Rory Nealon,2020-11-13 4:45:47,YouthMappers: Mapeando Zonas de Riesgo  y Vulnerabilidad a Inundaciones y Deslizamientos en Áreas Urbanas de PanamáYouthMappersRory Nealon['Panama'],FALSE
2100,10911,9887,"Roads, ZS Vanga Kete (Eastern part), Sankuru, DRC",MODERATE,LOW,100,100,ARCHIVED,2022-03-08 10:17:33,,['Democratic Republic of the Congo'],OSM RDC,2020-11-16 22:34:47,2289.359,110,clairedelune,2020-11-16 22:34:47,"Roads, ZS Vanga Kete (Eastern part), Sankuru, DRCOSM RDCclairedelune['Democratic Republic of the Congo']",FALSE
2101,10913,9894,Cyclone Molave Flooding - Ly Son Island - Buildings,MODERATE,LOW,100,100,ARCHIVED,2021-12-17 12:07:13,,['Vietnam'],HOT,2020-11-18 5:06:07,10.602,32,Logan McGovern,2020-11-18 5:06:07,Cyclone Molave Flooding - Ly Son Island - BuildingsHOTLogan McGovern['Vietnam'],FALSE
2102,10914,9898,"Mapeo la zona urbana y veredas del municipio de Dabeiba afectados por derrumbe en la temporada de lluvias - Antioquia, Colombia",EASY,LOW,100,100,ARCHIVED,2021-02-16 3:12:10,,['Colombia'],GeolabUdea,2020-11-19 16:40:23,481.504,227,Natalia da Silveira Arruda,2020-11-19 16:40:23,"Mapeo la zona urbana y veredas del municipio de Dabeiba afectados por derrumbe en la temporada de lluvias - Antioquia, ColombiaGeolabUdeaNatalia da Silveira Arruda['Colombia']",FALSE
2105,10921,9932,"Refugee Site Mapping for Tigray crisis - Shagarab I, II & III -  Sudan",EASY,LOW,100,100,ARCHIVED,2020-12-29 15:08:51,,['Sudan'],CartONG,2020-11-30 15:11:51,8.386,134,naranjasol,2020-11-30 15:11:51,"Refugee Site Mapping for Tigray crisis - Shagarab I, II & III -  SudanCartONGnaranjasol['Sudan']",FALSE
2106,10922,9935,Missing Maps - Mapping Sharora in Tajikistan,EASY,LOW,100,100,ARCHIVED,2022-01-31 12:49:13,,['Tajikistan'],CartONG,2020-12-01 10:27:40,4.555,13,naranjasol,2020-12-01 10:27:40,Missing Maps - Mapping Sharora in TajikistanCartONGnaranjasol['Tajikistan'],FALSE
2112,10934,9975,Refugee Site Mapping for Tigray crisis - Kilo 26 -  Sudan,EASY,LOW,100,100,ARCHIVED,2020-12-29 15:10:00,,['Sudan'],CartONG,2020-12-03 15:38:28,5.742,85,Mercier,2020-12-03 15:38:28,Refugee Site Mapping for Tigray crisis - Kilo 26 -  SudanCartONGMercier['Sudan'],FALSE
2124,10951,10075,"Building Import Bundibugyo District Sindila,Kagugu,Butama,Nduguto Subcounties",EASY,LOW,100,100,ARCHIVED,2021-05-19 8:15:33,,['Uganda'],HOT Uganda,2020-12-28 13:15:11,219.276,2,Shamillah Nassozi,2020-12-28 13:15:11,"Building Import Bundibugyo District Sindila,Kagugu,Butama,Nduguto SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2125,10952,10076,"Building Import Bundibugyo District Ntororo, Ntandi, Burondo, Kasitu, Mabere, NgambaSubcounties",EASY,LOW,100,100,ARCHIVED,2021-05-26 7:55:25,,['Uganda'],HOT Uganda,2020-12-28 13:24:44,242.39,4,Shamillah Nassozi,2020-12-28 13:24:44,"Building Import Bundibugyo District Ntororo, Ntandi, Burondo, Kasitu, Mabere, NgambaSubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2126,10953,10077,"Building Import Bundibugyo District Kisuba, Tokwe, Kirumya, Bubukangwa Subcounties",EASY,LOW,100,100,ARCHIVED,2021-05-27 10:56:00,,['Uganda'],HOT Uganda,2020-12-28 13:38:30,188.627,5,Shamillah Nassozi,2020-12-28 13:38:30,"Building Import Bundibugyo District Kisuba, Tokwe, Kirumya, Bubukangwa SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2127,10954,10078,"Building Import Bundibugyo District Harugale, Bukonzo, BundiTC, Busaru, BuganikireTC Subcounties",EASY,LOW,100,100,ARCHIVED,2021-06-03 9:39:23,,['Uganda'],HOT Uganda,2020-12-28 13:57:50,151.063,5,Shamillah Nassozi,2020-12-28 13:57:50,"Building Import Bundibugyo District Harugale, Bukonzo, BundiTC, Busaru, BuganikireTC SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2128,10955,10079,"Building Import Bundibugyo District Busunga, Bundigoma, Bubandi, Mirambi, NyahukaTC Subcounties",EASY,LOW,100,100,ARCHIVED,2021-04-26 12:16:27,,['Uganda'],HOT Uganda,2020-12-28 14:03:37,49.994,3,Shamillah Nassozi,2020-12-28 14:03:37,"Building Import Bundibugyo District Busunga, Bundigoma, Bubandi, Mirambi, NyahukaTC SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2150,10979,10133,Somaliland Wajaale Farmlands,EASY,LOW,100,100,ARCHIVED,2021-08-26 14:14:24,,['Somalia'],Map For Future,2021-01-07 11:09:17,99.837,30,Giuseppe Maria Battisti,2021-01-07 11:09:17,Somaliland Wajaale FarmlandsMap For FutureGiuseppe Maria Battisti['Somalia'],FALSE
2162,10995,10193,Building Import Hoima District Buhanika and Bujumbura Subcounties,EASY,LOW,100,100,ARCHIVED,2021-04-26 12:18:45,,['Uganda'],HOT Uganda,2021-01-18 13:27:08,160.69,4,Shamillah Nassozi,2021-01-18 13:27:08,Building Import Hoima District Buhanika and Bujumbura SubcountiesHOT UgandaShamillah Nassozi['Uganda'],FALSE
2164,10997,10195,"Building Import Hoima District Kahoora, Busisi, Mparo Subcounties",EASY,LOW,100,100,ARCHIVED,2021-07-19 7:13:20,,['Uganda'],HOT Uganda,2021-01-18 13:41:38,173.21,4,Shamillah Nassozi,2021-01-18 13:41:38,"Building Import Hoima District Kahoora, Busisi, Mparo SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2167,11000,10198,Dansoman - Opetekwe Mapping for Research,EASY,LOW,100,100,ARCHIVED,2021-10-28 10:42:05,,['Ghana'],OSM Ghana,2021-01-18 16:14:27,1.431,14,Samuel Darkwah Manu,2021-01-18 16:14:27,Dansoman - Opetekwe Mapping for ResearchOSM GhanaSamuel Darkwah Manu['Ghana'],FALSE
2169,11002,10201,Building Import Kasese District Bugoye and Maliba Subcounties,EASY,LOW,100,100,ARCHIVED,2021-06-17 10:55:23,,['Uganda'],HOT Uganda,2021-01-18 18:08:13,419.361,3,Shamillah Nassozi,2021-01-18 18:08:13,Building Import Kasese District Bugoye and Maliba SubcountiesHOT UgandaShamillah Nassozi['Uganda'],FALSE
2170,11003,10202,"Building Import Kasese District Buhuhira, Kyabarungira, Bwesumbu Subcounties",EASY,LOW,100,100,ARCHIVED,2021-06-23 7:20:14,,['Uganda'],HOT Uganda,2021-01-18 18:10:18,156.892,4,Shamillah Nassozi,2021-01-18 18:10:18,"Building Import Kasese District Buhuhira, Kyabarungira, Bwesumbu SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2173,11006,10206,Building Import Kasese District Katwe-Kabatoro and Lake Katwe Subcounties,EASY,LOW,100,100,ARCHIVED,2021-07-15 15:52:05,,['Uganda'],HOT Uganda,2021-01-18 18:18:37,804.091,3,Shamillah Nassozi,2021-01-18 18:18:37,Building Import Kasese District Katwe-Kabatoro and Lake Katwe SubcountiesHOT UgandaShamillah Nassozi['Uganda'],FALSE
2174,11007,10207,"Building Import Kasese District Kilembe, Bulembia, Rukoki Subcounties",EASY,LOW,100,100,ARCHIVED,2021-06-17 11:03:13,,['Uganda'],HOT Uganda,2021-01-18 18:21:35,177.914,5,Shamillah Nassozi,2021-01-18 18:21:35,"Building Import Kasese District Kilembe, Bulembia, Rukoki SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2176,11010,10210,"Building Import Kasese District Kurasandra, Hiima, Kitswamba, Rugendabara Subcounties",EASY,LOW,100,100,ARCHIVED,2021-07-08 8:49:28,,['Uganda'],HOT Uganda,2021-01-18 18:35:53,346.295,7,Shamillah Nassozi,2021-01-18 18:35:53,"Building Import Kasese District Kurasandra, Hiima, Kitswamba, Rugendabara SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2177,11011,10211,"Building Import Kasese District Kyondo, Kyarumba, Mahango Subcounties",EASY,LOW,100,100,ARCHIVED,2021-07-05 7:35:33,,['Uganda'],HOT Uganda,2021-01-18 18:39:24,340.285,4,Shamillah Nassozi,2021-01-18 18:39:24,"Building Import Kasese District Kyondo, Kyarumba, Mahango SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
2178,11012,10212,"Building Import Kasese District Muhokya, Central, Nyamwamba Subcounties",EASY,LOW,100,100,ARCHIVED,2021-07-21 9:08:38,,['Uganda'],HOT Uganda,2021-01-18 18:42:46,531.217,4,Shamillah Nassozi,2021-01-18 18:42:46,"Building Import Kasese District Muhokya, Central, Nyamwamba SubcountiesHOT UgandaShamillah Nassozi['Uganda']",FALSE
